 #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC,Explicit
264,"God and Me","Kristin Chenoweth",148,4B,51,2026-08-08,02:58,7,"musicals","","Some Lessons Learned",2011-09-09,51,72,0,43,0,10,-6,G#/A♭,4,7yuMArHURfsiaeNuKPS7M7,"Masterworks",USSM11103778,no
265,"Alone Again","The Weeknd",136,9A,65,2026-08-08,04:10,67,"canadian contemporary r&b, canadian pop, pop","Pop","After Hours",2020-03-20,41,3,11,6,0,10,-8,E minor,4,6b5P51m8xx2XA6U7sdNZ5E,"Republic Records",USUG12000650,yes
266,"Heartless","The Weeknd",170,3A,75,2026-08-08,03:18,81,"canadian contemporary r&b, canadian pop, pop","Pop","After Hours",2020-03-20,54,2,0,25,10,10,-6,A#/B♭ minor,4,6bnF93Rx87YqUBLSgjiMU8,"Republic Records",USUG11904007,yes
267,"Until I Bleed Out","The Weeknd",117,5A,39,2026-08-08,03:10,64,"canadian contemporary r&b, canadian pop, pop","Pop","After Hours",2020-03-20,29,43,0,15,0,0,-10,C minor,3,2BcnxwxBuar5wjCaLqm5N3,"Republic Records",USUG12000660,yes
268,"ダーウィンに捧ぐ","BURNOUT SYNDROMES",134,11B,86,2026-08-08,04:55,21,"anime, j-rock, j-pop","","明星",2019-02-20,33,10,0,62,10,30,-5,A,4,4QBdXMK0nivwVitfwQ5Oo3,"Sony Music Labels Inc.",JPU901804382,no
269,"ナミタチヌ","BURNOUT SYNDROMES",127,1B,77,2026-08-08,05:13,22,"anime, j-rock, j-pop","","明星",2019-02-20,53,31,0,52,0,10,-5,B,4,3vVAS75YZ60nrF2v9S5g0a,"Sony Music Labels Inc.",JPU901803997,no
270,"国士無双役満少女","BURNOUT SYNDROMES",128,2B,92,2026-08-08,04:38,15,"anime, j-rock, j-pop","","明星",2019-02-20,59,3,0,68,0,40,-4,F#/G♭,4,03QnE5eXPm8chlYOALAbt5,"Sony Music Labels Inc.",JPU901804383,no
271,"Attan","Ghezaal Enayat",60,2A,55,2026-08-08,03:27,0,"afghan pop","","Attan",2021-05-26,59,46,0,95,0,30,-12,D#/E♭ minor,4,6Ty9oPnjyNqb4W3Kkmfdq9,"Ghezaal Enayat",USJ3V2069048,no
272,"Sa Re Ga Ma Pa","Ghezaal Enayat",95,8A,65,2026-08-08,02:59,0,"afghan pop","","Attan",2021-05-26,43,30,0,89,0,90,-13,A minor,4,3OccPZkHIBibm75d90VOS1,"Ghezaal Enayat",USJ3V2069052,no
273,"Watandar","Ghezaal Enayat",120,3B,57,2026-08-08,05:19,0,"afghan pop","","Attan",2021-05-26,52,45,0,91,0,50,-12,C♯/D♭,4,11iBLFZvAnbnZnw0EFnkVf,"Ghezaal Enayat",USJ3V2069057,no
274,"Rittaikidou","Sawano Hiroyuki",155,10B,57,2026-08-08,05:42,49,"anime, soundtrack","","TV Anime  Attack on Titan  Original Soundtrack",2013-00-00,37,1,89,14,0,0,-12,D,3,7u32XGioKOcqZYrEZphaF5,"PONY CANYON INC.",JPPC01301134,no
275,"凸】♀】♂】←Titan","Sawano Hiroyuki",140,10B,45,2026-08-08,04:21,41,"anime, soundtrack","","TV Anime  Attack on Titan  Original Soundtrack",2013-00-00,59,1,68,34,0,0,-12,D,1,1sxV3W2udWG44iPEgRuEzp,"PONY CANYON INC.",JPPC01301147,no
276,"The Very Thought Of You","Kristin Chenoweth, Dave Koz",102,5B,28,2026-08-08,04:22,14,"musicals, smooth jazz, jazz","","The Art Of Elegance",2016-09-23,36,90,0,15,0,10,-9,D#/E♭,5,2zh8nfO1su3ThEmNOtxl26,"Concord Records",USC4R1605343,no
277,"I Get Along Without You Very Well","Kristin Chenoweth",172,12B,29,2026-08-08,04:27,13,"musicals","","The Art Of Elegance",2016-09-23,20,91,0,10,0,10,-11,E,3,5zbn4lDCsqsscwT4TAoc5E,"Concord Records",USC4R1605346,no
278,"Final Lullaby - Bonus Track","The Weeknd",101,1B,26,2026-08-08,03:05,44,"canadian contemporary r&b, canadian pop, pop","Pop","After Hours (Deluxe)",2020-04-03,60,84,0,32,0,30,-10,B,3,6rhbL6MhAej39S8KupwjrC,"Republic Records",USUG11904290,yes
279,"Akhay Akhay Mra De Kram","Ghezaal Enayat, Waqas Studio",134,1B,90,2026-08-08,04:39,19,"afghan pop","","Akhay Akhay Mra De Kram",2020-04-17,70,53,0,89,0,20,-2,B,4,6CFJvSQIHnQtMNppA3dAnV,"PB Studio",FR2X42058353,no
280,"Jodaye","Ghezaal Enayat",150,6A,61,2026-08-08,03:28,0,"afghan pop","","Jodaye",2020-07-01,40,18,0,60,30,70,-14,G minor,3,0YPzIFfT7ZDh9Scwqoc1gE,"1Music",DEXM82002097,no
281,"Irani Song","Ghezaal Enayat",130,9A,27,2026-08-08,04:12,0,"afghan pop","","Irani Song",2020-08-01,47,72,0,24,0,40,-16,E minor,4,4muSjaEcroe6lnOmh3Qg6u,"1Music",DEXM82002093,no
282,"Sokoot","Ghezaal Enayat",132,9B,82,2026-08-08,04:21,0,"afghan pop","","Sokoot",2021-10-09,76,56,0,96,0,0,-4,G,4,5i8pnrR2f4TT9bebKChWr5,"Independent",AUBEC2158495,no
283,"Khaista Pashto","Ghezaal Enayat",133,9A,73,2026-08-08,03:14,0,"afghan pop","","Khaista Pashto",2021-10-30,59,15,1,54,10,30,-12,E minor,4,7IRTtLMmycWi9urMFCsMtU,"Ghezaal Enayat",USJ3V2093937,no
284,"Sheen Moter (Wedding Mashup)","Ghezaal Enayat",133,2A,99,2026-08-08,09:58,21,"afghan pop","","Sheen Moter (Wedding Mashup)",2021-11-16,69,47,0,83,10,10,-2,D#/E♭ minor,4,6IkwTNtr7e3LDQn7ck87gn,"PB Studio",FRX872162577,no
285,"Awaragi","Ghezaal Enayat",140,7A,84,2026-08-08,04:58,0,"afghan pop","","Awaragi",2021-11-29,67,15,0,90,0,10,-9,D minor,3,4tCU09uKUATCSbzTiZsdfz,"Ghezaal Enayat",USJ3V2100764,no
286,"Khiyal","Ghezaal Enayat",126,12B,37,2026-08-08,05:38,0,"afghan pop","","Awaragi",2021-11-29,61,31,5,57,0,20,-16,E,3,5mSkNrfQcekdxU4Pk5mNYV,"Ghezaal Enayat",USJ3V2100766,no
287,"犬Kあ３L","Sawano Hiroyuki",129,9B,93,2026-08-08,04:33,29,"anime, soundtrack","","キルラキル コンプリートサウンドトラック",2013-00-00,58,0,72,79,0,0,-7,G,4,0fQqX91TqzMU6MKwAeF08y,"Aniplex Inc.",JPE301302907,no
288,"KILL7la切ル","Sawano Hiroyuki",96,8A,54,2026-08-08,04:45,24,"anime, soundtrack","","キルラキル コンプリートサウンドトラック",2013-00-00,32,0,81,20,0,10,-12,A minor,4,1lwWtHCuBSwVMAFg3fnCzL,"Aniplex Inc.",JPE301302911,no
289,"Kiっ9=KELL","Sawano Hiroyuki",146,4B,76,2026-08-08,04:51,21,"anime, soundtrack","","キルラキル コンプリートサウンドトラック",2013-00-00,35,2,24,15,0,10,-10,G#/A♭,4,2KcerxIO7qgfQ1QouO8SsO,"Aniplex Inc.",JPE301302913,no
290,"キ龍ha着LL","Sawano Hiroyuki",111,10B,69,2026-08-08,04:18,21,"anime, soundtrack","","キルラキル コンプリートサウンドトラック",2013-00-00,27,2,89,9,0,30,-11,D,3,7xNo0J0gcf7Wxc3JKzbn7b,"Aniplex Inc.",JPE301302918,no
291,"寝LLna聴9","Sawano Hiroyuki",97,4A,60,2026-08-08,07:09,15,"anime, soundtrack","","キルラキル コンプリートサウンドトラック",2013-00-00,34,4,68,21,0,0,-12,F minor,4,3kafONMdPSerRvfb9Tug9s,"Aniplex Inc.",JPE301302920,no
292,"服着豚型4☆極★服","Sawano Hiroyuki",90,4B,62,2026-08-08,04:13,17,"anime, soundtrack","","キルラキル コンプリートサウンドトラック",2013-00-00,28,2,49,22,0,0,-11,G#/A♭,4,17BI17Kj1xzx4mMrIobo5N,"Aniplex Inc.",JPE301400326,no
293,"背景敬具型7☆極★服","Sawano Hiroyuki",133,5A,39,2026-08-08,04:21,12,"anime, soundtrack","","キルラキル コンプリートサウンドトラック",2013-00-00,46,68,86,32,0,10,-14,C minor,4,6IYYJNVKp3Jn1SDdbiuQCs,"Aniplex Inc.",JPE301400329,no
294,"前半再収録型10☆極★服","Sawano Hiroyuki",136,10B,54,2026-08-08,04:45,15,"anime, soundtrack","","キルラキル コンプリートサウンドトラック",2013-00-00,59,1,12,16,0,10,-11,D,4,6HvJWKC4I4CmFy4amUij7d,"Aniplex Inc.",JPE301400332,no
295,"Till I Die<空OK>","Sawano Hiroyuki",77,10A,70,2026-08-08,04:41,13,"anime, soundtrack","","キルラキル コンプリートサウンドトラック",2013-00-00,51,0,43,46,0,30,-9,B minor,4,0nCZ6fez1Lx40KemlC3oRq,"Aniplex Inc.",JPE301400340,no
296,"Before my body is dry:[nZk] ver.〈INST〉","Sawano Hiroyuki",106,2A,64,2026-08-08,04:36,17,"anime, soundtrack","","キルラキル コンプリートサウンドトラック",2013-00-00,64,2,68,42,0,20,-11,D#/E♭ minor,4,4IhLgwrFpewTGz2mzOiwiv,"Aniplex Inc.",JPE301302981,no
297,"What A Diff’rence A Day Makes","Kristin Chenoweth",92,10B,32,2026-08-08,03:42,10,"musicals","","For The Girls",2019-09-27,50,92,0,27,0,10,-8,D,4,0EuVrerhFsW2nVmQQkeIb9,"Concord Records",USC4R1907014,no
298,"When I Fall In Love","Kristin Chenoweth",75,8B,31,2026-08-08,03:33,15,"musicals","","For The Girls",2019-09-27,18,91,0,7,0,10,-9,C,4,7IMm5xBCMKhtftkv33kei4,"Concord Records",USC4R1907015,no
299,"The Man That Got Away","Kristin Chenoweth",72,8B,29,2026-08-08,03:59,9,"musicals","","For The Girls",2019-09-27,23,91,0,11,0,10,-8,C,4,4UL9jAZ1JUJLKCahQeZMCW,"Concord Records",USC4R1907017,no
300,"Wanderlust - Pharrell Remix","The Weeknd",116,12A,60,2026-08-08,05:05,45,"canadian contemporary r&b, canadian pop, pop","Pop","Wanderlust",2014-06-13,74,10,0,48,0,10,-7,C♯/D♭ minor,4,5WsCmd32VvISX0RrTUZgc8,"The Weeknd/Lyric",USUM71310349,no
301,"Starboy - Kygo Remix","The Weeknd, Daft Punk, Kygo",93,8A,61,2026-08-08,04:04,51,"canadian contemporary r&b, canadian pop, pop, french house, electronic, electro, tropical house","Pop","Starboy (Kygo Remix)",2016-11-11,75,21,0,41,0,10,-7,A minor,4,6LJFgCd9wU2VptHEwz2Wl3,"The Weeknd/Lyric",USUG11601353,yes
302,"Lust for Life (with The Weeknd)","Lana Del Rey, The Weeknd",100,5A,67,2026-08-08,04:24,47,"art pop, pop, canadian contemporary r&b, canadian pop","Pop","Lust for Life (with The Weeknd)",2017-04-19,51,58,0,27,0,30,-9,C minor,4,5hzey1kBGjy3B8tDGcyRTY,"Polydor Records",GBUM71701127,no
303,"Heartless - Vapor Wave Remix","The Weeknd, Lil Uzi Vert, DaHeala",75,12A,73,2026-08-08,02:45,37,"canadian contemporary r&b, canadian pop, pop, melodic rap, rage rap","Pop","After Hours (Remixes)",2020-04-02,52,16,0,17,0,10,-4,C♯/D♭ minor,4,13s4YFYQEnHLJEcdZvLuol,"Republic Records",USUG12001117,yes
304,"Hawái - Remix","Maluma, The Weeknd",180,11A,79,2026-08-08,03:20,63,"reggaeton, latin, urbano latino, canadian contemporary r&b, canadian pop, pop","Pop","Hawái (Remix)",2020-11-05,77,11,0,61,30,10,-3,F#/G♭ minor,4,0GzuHFG4Ql6DoyxFRnIk3F,"Sony Music Latin",USSD12000526,no
305,"Better Believe","Belly, The Weeknd, Young Thug",125,8B,57,2026-08-08,03:26,51,"canadian hip hop, canadian trap, canadian contemporary r&b, canadian pop, pop, rap, melodic rap, trap","Pop","Better Believe",2021-07-22,80,16,0,45,30,10,-8,C,4,3zs87EV3EZSh2UpiXxT52Y,"XO | Roc Nation Records, LLC",QMJMT2103512,yes
306,"Die For It (ft. Nas)","Belly, The Weeknd, Nas",97,4A,49,2026-08-08,03:19,44,"canadian hip hop, canadian trap, canadian contemporary r&b, canadian pop, pop, old school hip hop, east coast hip hop, hip hop","Pop","Die For It (ft. Nas)",2021-08-26,69,37,0,22,0,40,-10,F minor,4,3JvdrCezbM6DQOjNiBiX5q,"XO | Roc Nation Records, LLC",QMJMT2103522,yes
307,"Drinks On Us","Mike WiLL Made-It, The Weeknd, Swae Lee, Future",129,3A,63,2026-08-08,05:11,51,"atl hip hop, rap, southern hip hop, trap, canadian contemporary r&b, canadian pop, pop, melodic rap","Pop","Drinks On Us",2015-03-06,77,37,0,49,20,10,-7,A#/B♭ minor,4,3Z4iF2sFcW63WclmUYd7IE,"Mike WiLL Made-It",USUM71501876,yes
308,"Come Thru (with Mike WiLL Made-It feat. The Weeknd)","Trouble, Mike WiLL Made-It, The Weeknd",77,10A,66,2026-08-08,03:21,42,"atl hip hop, memphis hip hop, trap, rap, southern hip hop, canadian contemporary r&b, canadian pop, pop","Pop","Edgewood (41E Edition)",2018-10-26,74,11,0,77,20,30,-4,B minor,4,6yL7sgixx0rUkSd0hRAy4U,"Mike WiLL Made-It",USUM71707471,yes
309,"Thought I Knew You (feat. The Weeknd)","Nicki Minaj, The Weeknd",150,3B,71,2026-08-08,03:18,35,"hip pop, pop, queens hip hop, rap, canadian contemporary r&b, canadian pop","Pop","Queen",2018-08-10,77,3,0,47,0,0,-6,C♯/D♭,4,7sSwnQc7LTQ8u74axzYndn,"Young Money/Cash Money Records",USCM51800141,yes
310,"Might Not","Belly, The Weeknd",134,3B,56,2026-08-08,03:44,65,"canadian hip hop, canadian trap, canadian contemporary r&b, canadian pop, pop","Pop","Up For Days",2015-11-20,79,32,0,32,0,10,-5,C♯/D♭,4,5e9aFSdnkQUrm5y8Dhw0qN,"Belly/Roc Nation",CACA61500009,yes
311,"Bedtime Stories (feat. The Weeknd) - From SR3MM","Rae Sremmurd, Swae Lee, Slim Jxmmi, The Weeknd",132,9A,64,2026-08-08,04:52,53,"melodic rap, mississippi hip hop, pop rap, rap, trap, canadian contemporary r&b, canadian pop, pop","Pop","SR3MM",2018-05-04,80,5,0,4,0,30,-5,E minor,4,6nI74KsH94IN0J2vp5shdT,"Mike WiLL Made-It",USUM71805882,yes
312,"Low Life (feat. The Weeknd)","Future, The Weeknd",144,4B,33,2026-08-08,05:13,83,"rap, trap, canadian contemporary r&b, canadian pop, pop","Pop","EVOL",2016-04-13,72,34,28,10,0,10,-8,G#/A♭,4,7EiZI6JVHllARrX9PUvAdX,"Epic/Freebandz/A1",USSM11600557,yes
313,"tears in the club (feat. the weeknd)","FKA twigs, The Weeknd",168,4B,70,2026-08-08,03:16,44,"art pop, alternative r&b, canadian contemporary r&b, canadian pop, pop","Pop","tears in the club (feat. the weeknd)",2021-12-16,62,18,0,71,10,0,-6,G#/A♭,4,60wMNCIWYZwbOywZXgfQ9P,"Atlantic Records",USAT22108057,yes
314,"A Lie","French Montana, The Weeknd, Max B",121,12A,79,2026-08-08,03:46,48,"hip hop, pop rap, rap, southern hip hop, trap, canadian contemporary r&b, canadian pop, pop, nyc rap","Pop","Jungle Rules",2017-07-14,52,2,0,52,20,40,-5,C♯/D♭ minor,5,1vVNlXi8gf8tZ7OhnEs4VE,"Bad Boy Entertainment/Epic Records",USSM11705481,yes
315,"UnFazed (feat. The Weeknd)","Lil Uzi Vert, The Weeknd",127,9A,71,2026-08-08,03:10,47,"melodic rap, rage rap, canadian contemporary r&b, canadian pop, pop","Pop","Luv Is Rage 2 (Deluxe)",2017-08-25,78,5,0,46,0,10,-4,E minor,4,0RyWaVjR8Mi4Qx9J3IiiqF,"Generation Now/Atlantic",USAT21703434,yes
316,"Hikousen","BURNOUT SYNDROMES",126,8B,54,2026-08-08,04:39,14,"anime, j-rock, j-pop","","TOKYO",2021-06-23,74,14,0,17,0,10,-7,C,4,6p4t1TroQH1oTT7xkpCTRj,"Sony Music Labels Inc.",JPU902101281,no
317,"模範囚","BURNOUT SYNDROMES",172,1B,62,2026-08-08,05:10,11,"anime, j-rock, j-pop","","TOKYO",2021-06-23,47,42,0,51,0,0,-6,B,4,7rNJMcZK4rYikhrHmZY8kZ,"Sony Music Labels Inc.",JPU902101282,no
318,"A po don","Era Istrefi",123,9B,77,2026-08-08,02:09,0,"albanian hip hop, albanian pop, kosovan pop","","A po don",2014-06-26,56,0,12,40,0,10,-9,G,4,421D6MnwymeGYC0mLtuU5E,"Eurolindi",FRX991561609,no
319,"Njo Si Ti","Era Istrefi",180,6A,72,2026-08-08,02:39,0,"albanian hip hop, albanian pop, kosovan pop","","Njo Si Ti",2015-05-09,62,0,3,74,20,0,-6,G minor,4,3dsbt5jtkIucrjvoAabKij,"NESËR",ALA061500022,no
320,"Bonbon - English Version","Era Istrefi",95,5A,77,2026-08-08,02:47,41,"albanian hip hop, albanian pop, kosovan pop","","Bonbon (English Version)",2016-06-24,78,8,0,70,10,10,-4,C minor,4,5YLxzfGKGZil78F1hc7GZT,"Ultra Records, LLC",USUS11600293,no
321,"Bonbon - Post Malone Remix","Era Istrefi, Post Malone",127,5A,81,2026-08-08,03:22,35,"albanian hip hop, albanian pop, kosovan pop, dfw rap, melodic rap, pop, rap","Pop","Bonbon EP",2016-07-21,76,13,0,68,10,10,-4,C minor,5,5h0LQWqxtIJ5WeBJTpfOMO,"Ultra Records, LLC",USUS11600322,no
322,"Bonbon - Luca Schreiner Remix","Era Istrefi, Luca Schreiner",95,6B,88,2026-08-08,05:35,17,"albanian hip hop, albanian pop, kosovan pop, german dance","","Bonbon EP",2016-07-21,43,2,0,44,10,0,-5,A#/B♭,4,0VtPpz8D8ShmhUu828om2T,"Ultra Records, LLC",USUS11600323,no
323,"Redrum (feat. Felix Snow) - What So Not Remix","Era Istrefi, What So Not, Felix Snow",145,1A,73,2026-08-08,03:32,16,"albanian hip hop, albanian pop, kosovan pop, future bass","","Redrum (feat. Felix Snow) [What So Not Remix]",2017-08-04,52,0,0,29,0,10,-6,G#/A♭ minor,4,7MB3TlGuV2oDvmkZyK7NDW,"Ultra Records, LLC",USUS11700237,yes
324,"AnALySiS","Sawano Hiroyuki",166,10A,51,2026-08-08,02:42,4,"anime, soundtrack","","澤野弘之　NHK WORKS",2013-02-27,60,6,71,57,0,10,-13,B minor,4,7k8NOuEvk4PNGT8sPzz4xp,"NHK Pulishing, Inc. / SUZAK MUSIK LTD.",JPS001300070,no
325,"Selfish","Dimitri Vegas & Like Mike, Era Istrefi, Dimitri Vegas",93,6A,79,2026-08-08,02:47,41,"big room, electronica, edm, albanian hip hop, albanian pop, kosovan pop","","Selfish",2019-02-15,41,17,0,69,20,10,-4,G minor,4,6xUy203RnyyOfbqf96Nven,"Epic Amsterdam",BEG851800045,no
326,"サイエンスZERO2012 エンディングテーマ","Sawano Hiroyuki",125,9B,94,2026-08-08,02:43,3,"anime, soundtrack","","澤野弘之　NHK WORKS",2013-02-27,60,1,21,93,0,0,-10,G,4,3nROamoLWWNKl85FcaRFjh,"NHK Pulishing, Inc. / SUZAK MUSIK LTD.",JPS001300081,no
327,"The Stories That You Told","Kristin Chenoweth",66,7A,24,2026-08-08,03:58,1,"musicals","","HAPPINESS is…Christmas!",2021-10-22,27,89,0,34,0,10,-8,D minor,4,5IwTuE2Dlwhf931Cibpba6,"Concord Records",USRO22102656,no
328,"Christmas Lullaby","Kristin Chenoweth",137,1B,11,2026-08-08,03:30,0,"musicals","","HAPPINESS is…Christmas!",2021-10-22,45,97,0,32,0,10,-13,B,4,3ZDuS1l0QpmgNmKRtRxRjJ,"Concord Records",USRO22102659,no
329,"We Are Lights","Kristin Chenoweth",69,8A,27,2026-08-08,04:24,6,"musicals","","HAPPINESS is…Christmas!",2021-10-22,30,83,0,31,0,10,-8,A minor,4,1k4L0MtkbyRahJAWwBfGF1,"Concord Records",USRO22102660,no
330,"BREAK DANCER","BURNOUT SYNDROMES",136,9A,94,2026-08-08,05:06,22,"anime, j-rock, j-pop","","PHOENIX",2020-02-12,54,6,0,57,10,40,-3,E minor,4,7h609a8Z4BuPTgBNLjOWyT,"Sony Music Labels Inc.",JPU901903379,no
331,"Selfish - HIDDN Remix","Dimitri Vegas & Like Mike, Era Istrefi, HIDDN",120,6B,78,2026-08-08,02:57,2,"big room, electronica, edm, albanian hip hop, albanian pop, kosovan pop, belgian edm","","Selfish (The Remixes)",2019-04-19,74,0,0,78,0,0,-4,A#/B♭,4,03DZFgFYzVDlyvOmIsPgCv,"Epic Amsterdam",BEG851900050,no
332,"Selfish - DVLM & Brennan Heart VIP Remix","Dimitri Vegas & Like Mike, Era Istrefi, Brennan Heart",148,6A,91,2026-08-08,02:53,32,"big room, electronica, edm, albanian hip hop, albanian pop, kosovan pop, hardstyle, frenchcore, hardcore","","Selfish (The Remixes)",2019-04-19,35,3,0,49,10,70,-2,G minor,4,7CTFHf1K6ZuzHANR7g1xk7,"Epic Amsterdam",BEG851900052,no
333,"Blessed Be the Ties That Bind","Kristin Chenoweth",96,7B,20,2026-08-08,01:17,3,"musicals","","Blessed Be The Ties That Bind",2012-03-04,40,88,0,42,0,10,-8,F,1,2pNyiFBIzgQpKJFazGPxzn,"Elektra Nashville",USWB11200270,no
334,"Prayer of St. Francis","Kristin Chenoweth",91,9B,12,2026-08-08,02:07,9,"musicals","","Prayer of St. Francis",2012-04-08,52,92,0,46,0,10,-10,G,4,0vI0X292usOmfTzAsXvlKz,"Elektra Nashville",USWB11200441,no
335,"White Christmas [Feat. Steve Tyrell]","Kristin Chenoweth, Steve Tyrell",138,5A,32,2026-08-08,03:05,2,"musicals, vocal jazz, jazz pop","","White Christmas [Feat. Steve Tyrell]",2019-11-15,24,91,0,16,0,10,-11,C minor,4,0YHjVUDPTrx4HvABHguVWE,"Concord Records",USC4R1907139,no
336,"Orphans of God","Ty Herndon, Kristin Chenoweth, Paul Cardall",140,3B,49,2026-08-08,04:12,9,"classic country, country, musicals, hymns","","Orphans of God",2020-10-23,47,30,0,15,0,0,-6,C♯/D♭,4,1csj3lhWP2rKJrS1yRXIz5,"BFD",QMHCW2026301,no
337,"Too Young","Post Malone",123,10A,63,2026-08-08,03:57,34,"dfw rap, melodic rap, pop, rap","Pop","Stoney",2016-12-09,64,27,0,22,0,0,-7,B minor,4,1GccVBNboZ77oSBMYaUpo2,"Mercury Records/Republic Owned",USUM71515989,yes
338,"Hit This Hard","Post Malone",140,8B,55,2026-08-08,04:09,33,"dfw rap, melodic rap, pop, rap","Pop","Stoney (Complete Edition)",2016-12-09,63,29,1,37,0,0,-9,C,4,30nz7PLdE6jqbkbgIZec87,"Mercury Records/Republic Owned",USUM71614498,yes
339,"Selfish - MATTN & D-wayne Remix","Dimitri Vegas & Like Mike, Era Istrefi, D-wayne, MATTN",128,6A,72,2026-08-08,03:39,4,"big room, electronica, edm, albanian hip hop, albanian pop, kosovan pop, future house","","Selfish (The Remixes)",2019-04-19,50,2,0,68,10,20,-7,G minor,4,6GT6IFsDS8MunG2Te51jcx,"Epic Amsterdam",BEG851900056,no
340,"[104EYES-29CA2]suite-1楽章","Sawano Hiroyuki",174,11B,59,2026-08-08,05:07,24,"anime, soundtrack","","劇場版 七つの大罪 天空の囚われ人　オリジナル・サウンドトラック",2014-00-00,29,11,91,29,0,10,-10,A,4,3umUEUjludQlKhpNbdpEui,"Aniplex Inc.",JPE301800240,no
341,"GR雷","Sawano Hiroyuki",146,7A,73,2026-08-08,05:17,32,"anime, soundtrack","","劇場版 七つの大罪 天空の囚われ人　オリジナル・サウンドトラック",2014-00-00,23,0,89,41,0,10,-11,D minor,4,4wZiV2ykFTA8Si3Cxrp2XI,"Aniplex Inc.",JPE301401289,no
342,"By Candlelight (Reprise) / Finale Ultimo","Kristin Chenoweth, David Garrison, Harry Groener, Guy Haines, Donna McKechnie, Angela Teek",81,6B,54,2026-08-08,03:01,0,"musicals","","Cole Porter's You Never Know (World Premiere Cast Recording)",2017-10-06,35,49,0,37,0,30,-7,A#/B♭,4,3c2Hu1X0xfuONWwM59Ojpc,"Ghostlight Records",USSK31781932,no
343,"(My Sweet)Eden","NICO Touches the Walls",156,10B,92,2026-08-08,04:39,14,"anime, j-rock, j-pop","","Who are you?",2008-09-24,39,0,0,42,0,20,-4,D,4,3NxUL3XO9ssZyWsBWGz2Ys,"Sony Music Labels Inc.",JPP300702261,no
344,"Cold - Instrumental","Post Malone",133,9A,39,2026-08-08,04:29,23,"dfw rap, melodic rap, pop, rap","Pop","Stoney (Complete Edition)",2016-12-09,81,90,92,35,0,10,-10,E minor,4,0u0SO9cNqI1Yz1SUZzCELj,"Mercury Records/Republic Owned",USUM72121912,no
345,"No Option - Instrumental","Post Malone",168,10B,50,2026-08-08,02:57,24,"dfw rap, melodic rap, pop, rap","Pop","Stoney (Complete Edition)",2016-12-09,64,1,14,27,0,20,-8,D,4,42E5lPIvUHZEDASuSbQsh0,"Mercury Records/Republic Owned",USUM72121911,no
346,"Feel - Instrumental","Post Malone",120,3B,38,2026-08-08,03:16,24,"dfw rap, melodic rap, pop, rap","Pop","Stoney (Complete Edition)",2016-12-09,72,24,80,7,0,10,-12,C♯/D♭,4,5ZAPpWVnN5vpYZ2u6OBeMR,"Mercury Records/Republic Owned",USUM72121928,no
347,"Too Young - Instrumental","Post Malone",123,9A,26,2026-08-08,03:47,25,"dfw rap, melodic rap, pop, rap","Pop","Stoney (Complete Edition)",2016-12-09,74,6,80,23,0,10,-11,E minor,4,1q87xLDyoX2YBvNYpHhKz6,"Mercury Records/Republic Owned",USUM72121930,no
348,"MKAlieZ","Sawano Hiroyuki",122,9A,77,2026-08-08,03:42,42,"anime, soundtrack","","アルドノア・ゼロ オリジナル・サウンドトラック",2014-09-10,36,0,7,50,0,10,-9,E minor,4,3DTCJovOSM3wX8PLa00qQ3,"Aniplex Inc.",JPE301400785,no
349,"2零14zero91零","Sawano Hiroyuki",170,11B,68,2026-08-08,03:49,20,"anime, soundtrack","","アルドノア・ゼロ オリジナル・サウンドトラック",2014-09-10,35,17,81,56,0,10,-11,A,4,3RSv2A6beFONL6u2E2vUHw,"Aniplex Inc.",JPE301400786,no
350,"AD2014-7.5/7.9-零・A","Sawano Hiroyuki",103,7A,79,2026-08-08,03:48,18,"anime, soundtrack","","アルドノア・ゼロ オリジナル・サウンドトラック",2014-09-10,32,17,85,10,0,10,-13,D minor,4,3EaEOFSazG5LD84q5sii2a,"Aniplex Inc.",JPE301400789,no
351,"Ch19ヲFIRE★","Sawano Hiroyuki",100,7B,43,2026-08-08,03:56,17,"anime, soundtrack","","アルドノア・ゼロ オリジナル・サウンドトラック",2014-09-10,31,21,81,18,0,10,-13,F,3,4qT5mbaTIIktyydFaVMRq1,"Aniplex Inc.",JPE301400799,no
352,"I've Got It All","Kristin Chenoweth, Peter Gallagher",170,12B,34,2026-08-08,05:05,4,"musicals","","On the Twentieth Century (New Broadway Cast Recording)",2015-05-19,53,82,0,53,30,0,-10,E,3,29PUVUdlptjXTPWxD8Dyau,"PS Classics",USB961553220,no
353,"Max Jacobs","Kristin Chenoweth, Peter Gallagher, James Moye",207,5B,34,2026-08-08,00:53,2,"musicals","","On the Twentieth Century (New Broadway Cast Recording)",2015-05-19,60,85,0,77,50,50,-11,D#/E♭,3,4cJocyINChOVjk9KOP2eA7,"PS Classics",USB961553230,no
354,"O Holy Night","The Tabernacle Choir at Temple Square, Orchestra at Temple Square, Kristin Chenoweth",82,6B,38,2026-08-08,05:05,0,"hymns, choral, christmas, musicals","","Angels Among Us",2019-10-18,14,84,0,6,0,30,-14,A#/B♭,4,4QPQ2SQjMJiV8bhGHfvRF0,"Intellectual Reserve",US23M1900037,no
